Date,Primary Type,Description,Location Description,Arrest,District,Latitude,Longitude
2020-04-23 12:00:00,BURGLARY,SAMPLE,STREET,False,8,41.87393472114143,-87.79640103840063
2020-04-23 13:00:00,BATTERY,SAMPLE,STREET,False,8,41.81633362010721,-87.75055547787974
2020-04-23 14:00:00,THEFT,SAMPLE,STREET,False,19,42.00532206091866,-87.56462074918161
2020-04-23 15:00:00,ASSAULT,SAMPLE,STREET,True,9,41.842999749946294,-87.64500434833583
2020-04-23 16:00:00,BATTERY,SAMPLE,STREET,False,24,41.979411350392496,-87.84772926976146
2020-04-23 17:00:00,BATTERY,SAMPLE,STREET,True,17,41.9860705191292,-87.77424757786476
2020-04-23 18:00:00,ASSAULT,SAMPLE,STREET,True,8,41.9797329350941,-87.84689153587667
2020-04-23 19:00:00,THEFT,SAMPLE,STREET,False,12,41.938875444990266,-87.6355394503694
2020-04-23 20:00:00,THEFT,SAMPLE,STREET,True,15,41.99195108672303,-87.70917345938335
2020-04-23 21:00:00,ROBBERY,SAMPLE,STREET,False,4,41.80489183184918,-87.55179439245568
2020-04-23 22:00:00,BURGLARY,SAMPLE,STREET,False,6,41.69586528245678,-87.6299250216932
2020-04-23 23:00:00,ASSAULT,SAMPLE,STREET,True,16,41.986981681749,-87.69462611718762
2020-04-24 00:00:00,ASSAULT,SAMPLE,STREET,True,5,41.84926736627494,-87.60858837153755
2020-04-24 01:00:00,ASSAULT,SAMPLE,STREET,False,23,41.70095041301114,-87.63855890462978
2020-04-24 02:00:00,THEFT,SAMPLE,STREET,False,13,41.696125008872805,-87.7768671467092
2020-04-24 03:00:00,BURGLARY,SAMPLE,STREET,False,15,41.71369695760396,-87.69092251755174
2020-04-24 04:00:00,ROBBERY,SAMPLE,STREET,False,17,41.95038930386684,-87.68320038254977
2020-04-24 05:00:00,BATTERY,SAMPLE,STREET,True,22,41.93434266938651,-87.71463049041765
2020-04-24 06:00:00,BATTERY,SAMPLE,STREET,True,20,41.73152747207395,-87.79624221314339
2020-04-24 07:00:00,ASSAULT,SAMPLE,STREET,True,22,41.98876936724392,-87.78298928450263
2020-04-24 08:00:00,BURGLARY,SAMPLE,STREET,False,5,41.762517918211294,-87.76568577971321
2020-04-24 09:00:00,THEFT,SAMPLE,STREET,True,19,41.967194233325976,-87.84692345518654
2020-04-24 10:00:00,BURGLARY,SAMPLE,STREET,True,7,41.84552236309398,-87.57491683234915
2020-04-24 11:00:00,BURGLARY,SAMPLE,STREET,True,3,41.94261947301543,-87.64417120252496
2020-04-24 12:00:00,THEFT,SAMPLE,STREET,True,13,41.80255506522943,-87.64311480526466
2020-04-24 13:00:00,ASSAULT,SAMPLE,STREET,False,14,41.78885623883791,-87.67830081585726
2020-04-24 14:00:00,BURGLARY,SAMPLE,STREET,True,16,41.98654383958373,-87.64320675755168
2020-04-24 15:00:00,BATTERY,SAMPLE,STREET,True,13,41.664120901805624,-87.5554412350379
2020-04-24 16:00:00,THEFT,SAMPLE,STREET,True,2,42.039894778903,-87.73445189870965
2020-04-24 17:00:00,ROBBERY,SAMPLE,STREET,True,14,41.90927182330615,-87.63624232393703
2020-04-24 18:00:00,ASSAULT,SAMPLE,STREET,False,20,41.82299335527978,-87.74214129868673
2020-04-24 19:00:00,THEFT,SAMPLE,STREET,False,7,41.901221812460165,-87.59371336037594
2020-04-24 20:00:00,ROBBERY,SAMPLE,STREET,True,5,41.69909637858359,-87.59259141793298
2020-04-24 21:00:00,ROBBERY,SAMPLE,STREET,False,14,41.855620982117415,-87.57932007237295
2020-04-24 22:00:00,BURGLARY,SAMPLE,STREET,False,9,42.044038209335916,-87.84836100272743
2020-04-24 23:00:00,BURGLARY,SAMPLE,STREET,False,10,41.74410777513868,-87.76054256650117
2020-04-25 00:00:00,BURGLARY,SAMPLE,STREET,False,7,41.93891123961454,-87.80982269463952
2020-04-25 01:00:00,THEFT,SAMPLE,STREET,True,14,41.82398855033268,-87.71380414063294
2020-04-25 02:00:00,THEFT,SAMPLE,STREET,False,14,41.91098325939518,-87.70136510719621
2020-04-25 03:00:00,ASSAULT,SAMPLE,STREET,False,2,41.73195489147671,-87.7732287871511
2020-04-25 04:00:00,BURGLARY,SAMPLE,STREET,True,17,41.83818599304704,-87.63296605238648
2020-04-25 05:00:00,ROBBERY,SAMPLE,STREET,True,20,42.042037085543704,-87.76906908484331
2020-04-25 06:00:00,BATTERY,SAMPLE,STREET,True,4,41.7281148604064,-87.593832587415
2020-04-25 07:00:00,ASSAULT,SAMPLE,STREET,True,13,41.9045780111395,-87.79670218955746
2020-04-25 08:00:00,THEFT,SAMPLE,STREET,False,18,41.88023909950672,-87.73982941157041
2020-04-25 09:00:00,ASSAULT,SAMPLE,STREET,True,3,41.87602063451616,-87.6633286724727
2020-04-25 10:00:00,ASSAULT,SAMPLE,STREET,False,19,41.896049315860644,-87.66839947886102
2020-04-25 11:00:00,ASSAULT,SAMPLE,STREET,False,5,41.85089518947529,-87.82659126639845
2020-04-25 12:00:00,ASSAULT,SAMPLE,STREET,True,1,41.656772300103064,-87.59612241634271
2020-04-25 13:00:00,BATTERY,SAMPLE,STREET,True,9,42.01003872458524,-87.67058051997107
2020-04-25 14:00:00,BURGLARY,SAMPLE,STREET,False,24,41.980791530993606,-87.58904213538784
2020-04-25 15:00:00,ROBBERY,SAMPLE,STREET,False,8,41.719667072368445,-87.58970932653163
2020-04-25 16:00:00,ASSAULT,SAMPLE,STREET,True,3,41.815309270951545,-87.68622439288748
2020-04-25 17:00:00,ASSAULT,SAMPLE,STREET,True,2,41.95821959227742,-87.57676556280657
2020-04-25 18:00:00,ASSAULT,SAMPLE,STREET,True,1,42.04202492615491,-87.59547766035595
2020-04-25 19:00:00,BURGLARY,SAMPLE,STREET,False,12,42.030454818576715,-87.56256311663147
2020-04-25 20:00:00,THEFT,SAMPLE,STREET,False,22,42.00974367987047,-87.59485048043217
2020-04-25 21:00:00,THEFT,SAMPLE,STREET,True,13,41.71334955891965,-87.60363884469965
2020-04-25 22:00:00,BATTERY,SAMPLE,STREET,False,10,42.0157900424036,-87.70919185579692
2020-04-25 23:00:00,THEFT,SAMPLE,STREET,True,17,42.00137796518043,-87.78639068188662
2020-04-26 00:00:00,ASSAULT,SAMPLE,STREET,False,11,41.80077996446656,-87.57678738007735
2020-04-26 01:00:00,ASSAULT,SAMPLE,STREET,False,5,41.8078090378145,-87.63323524406617
2020-04-26 02:00:00,ASSAULT,SAMPLE,STREET,True,9,41.83396356878206,-87.76547564074043
2020-04-26 03:00:00,BATTERY,SAMPLE,STREET,True,13,41.91247025238656,-87.7477012831733
2020-04-26 04:00:00,ASSAULT,SAMPLE,STREET,True,20,41.754334246393206,-87.64417644644283
2020-04-26 05:00:00,THEFT,SAMPLE,STREET,False,23,41.65917937177598,-87.70665480749389
2020-04-26 06:00:00,BURGLARY,SAMPLE,STREET,False,11,41.706491809838894,-87.82555523144609
2020-04-26 07:00:00,BURGLARY,SAMPLE,STREET,True,23,41.826046363030706,-87.80756561627629
2020-04-26 08:00:00,ROBBERY,SAMPLE,STREET,False,4,41.76280102777048,-87.6263053949463
2020-04-26 09:00:00,THEFT,SAMPLE,STREET,True,21,41.95580662441445,-87.75142914145545
2020-04-26 10:00:00,ASSAULT,SAMPLE,STREET,False,11,41.69267602821971,-87.69770517147938
2020-04-26 11:00:00,BURGLARY,SAMPLE,STREET,True,9,42.01698609022192,-87.62001355652394
2020-04-26 12:00:00,THEFT,SAMPLE,STREET,False,7,42.00813087197756,-87.62464732188818
2020-04-26 13:00:00,BURGLARY,SAMPLE,STREET,False,16,42.01350272677331,-87.79989549193381
2020-04-26 14:00:00,ASSAULT,SAMPLE,STREET,False,23,41.94584399944133,-87.82048184068029
2020-04-26 15:00:00,BURGLARY,SAMPLE,STREET,False,23,41.692799988593436,-87.67265431211047
2020-04-26 16:00:00,ROBBERY,SAMPLE,STREET,True,5,41.82525502854782,-87.62751013782062
2020-04-26 17:00:00,ROBBERY,SAMPLE,STREET,False,6,41.70256214872219,-87.80528802340137
2020-04-26 18:00:00,BURGLARY,SAMPLE,STREET,True,19,42.04507967710443,-87.73841341380181
2020-04-26 19:00:00,THEFT,SAMPLE,STREET,True,1,41.78321536935947,-87.5889166012097
2020-04-26 20:00:00,THEFT,SAMPLE,STREET,True,16,41.88413221675602,-87.5667330575319
2020-04-26 21:00:00,THEFT,SAMPLE,STREET,True,18,41.96175722169769,-87.7137790717151
2020-04-26 22:00:00,BURGLARY,SAMPLE,STREET,False,24,42.01824643369026,-87.82614521979075
2020-04-26 23:00:00,THEFT,SAMPLE,STREET,True,13,41.95221909033654,-87.77269106313928
2020-04-27 00:00:00,ASSAULT,SAMPLE,STREET,False,1,41.91980151150649,-87.78010902390534
2020-04-27 01:00:00,ROBBERY,SAMPLE,STREET,False,10,41.83639271281526,-87.77831088383768
2020-04-27 02:00:00,ASSAULT,SAMPLE,STREET,False,7,41.892160053500206,-87.70183548838622
2020-04-27 03:00:00,THEFT,SAMPLE,STREET,False,5,41.68766552354113,-87.67503230449252
2020-04-27 04:00:00,ASSAULT,SAMPLE,STREET,True,13,42.0035690167845,-87.81324712339601
2020-04-27 05:00:00,THEFT,SAMPLE,STREET,False,22,41.86751092353595,-87.5831931980415
2020-04-27 06:00:00,BURGLARY,SAMPLE,STREET,True,16,41.66605402017397,-87.66400785301566
2020-04-27 07:00:00,ASSAULT,SAMPLE,STREET,False,24,42.017960850263954,-87.67082448091959
2020-04-27 08:00:00,BURGLARY,SAMPLE,STREET,False,20,41.845720789534745,-87.55381630048471
2020-04-27 09:00:00,BURGLARY,SAMPLE,STREET,True,22,41.9974356566244,-87.66155680675206
2020-04-27 10:00:00,BATTERY,SAMPLE,STREET,False,14,41.99275518168214,-87.57131225520965
2020-04-27 11:00:00,THEFT,SAMPLE,STREET,False,11,41.97630063498284,-87.76412290829205
2020-04-27 12:00:00,ROBBERY,SAMPLE,STREET,False,19,41.67456120771814,-87.77796115289604
2020-04-27 13:00:00,THEFT,SAMPLE,STREET,False,23,41.74882665816968,-87.69504439395266
2020-04-27 14:00:00,ROBBERY,SAMPLE,STREET,False,2,42.00021914898617,-87.69741731570899
2020-04-27 15:00:00,THEFT,SAMPLE,STREET,True,8,42.009596422420834,-87.78205490515482
2020-04-27 16:00:00,BURGLARY,SAMPLE,STREET,False,13,41.83322754494752,-87.64010330293002
2020-04-27 17:00:00,ASSAULT,SAMPLE,STREET,False,7,41.82601658706168,-87.84110985422899
2020-04-27 18:00:00,ASSAULT,SAMPLE,STREET,True,12,41.72005625355446,-87.64281085823517
2020-04-27 19:00:00,BATTERY,SAMPLE,STREET,False,8,42.03736431547646,-87.712846634163
2020-04-27 20:00:00,ROBBERY,SAMPLE,STREET,True,16,41.735255390143614,-87.64329774674647
2020-04-27 21:00:00,ROBBERY,SAMPLE,STREET,False,18,41.726374713740306,-87.70687581080755
2020-04-27 22:00:00,ROBBERY,SAMPLE,STREET,False,19,41.91429158805967,-87.5567998651346
2020-04-27 23:00:00,BURGLARY,SAMPLE,STREET,True,4,41.747137721200176,-87.74959451466906
2020-04-28 00:00:00,ROBBERY,SAMPLE,STREET,False,12,42.025508644405754,-87.55522811889928
2020-04-28 01:00:00,ASSAULT,SAMPLE,STREET,False,16,41.65436279812712,-87.8305078172563
2020-04-28 02:00:00,BURGLARY,SAMPLE,STREET,True,21,41.65230130492932,-87.64487176757272
2020-04-28 03:00:00,THEFT,SAMPLE,STREET,True,22,41.85195072057424,-87.71373423796452
2020-04-28 04:00:00,ROBBERY,SAMPLE,STREET,False,17,41.84522498396539,-87.60335871234109
2020-04-28 05:00:00,ROBBERY,SAMPLE,STREET,True,4,41.715345608760366,-87.6131151790849
2020-04-28 06:00:00,THEFT,SAMPLE,STREET,False,20,41.84780782518811,-87.60993694513722
2020-04-28 07:00:00,ROBBERY,SAMPLE,STREET,True,24,41.81466444206799,-87.82157842020924
2020-04-28 08:00:00,THEFT,SAMPLE,STREET,False,24,42.00613181013694,-87.60329029004161
2020-04-28 09:00:00,BURGLARY,SAMPLE,STREET,True,22,41.65370156808678,-87.78578795276687
2020-04-28 10:00:00,ASSAULT,SAMPLE,STREET,True,24,42.04050792201318,-87.84229592084229
2020-04-28 11:00:00,THEFT,SAMPLE,STREET,True,9,41.89975710571834,-87.78467838409468
2020-04-28 12:00:00,BATTERY,SAMPLE,STREET,True,5,41.71073737825811,-87.70621446859005
2020-04-28 13:00:00,THEFT,SAMPLE,STREET,True,17,41.66870400552447,-87.62736659202656
2020-04-28 14:00:00,ROBBERY,SAMPLE,STREET,True,17,41.86524226342369,-87.78441025575015
2020-04-28 15:00:00,BURGLARY,SAMPLE,STREET,True,2,41.743956066388726,-87.81609773557291
2020-04-28 16:00:00,BURGLARY,SAMPLE,STREET,True,2,41.7704662148005,-87.65620982349282
2020-04-28 17:00:00,THEFT,SAMPLE,STREET,True,21,41.7480528659338,-87.55483058909199
2020-04-28 18:00:00,ASSAULT,SAMPLE,STREET,False,23,41.910068925429,-87.66973890937432
2020-04-28 19:00:00,BATTERY,SAMPLE,STREET,True,7,41.87141158484645,-87.64268279076298
2020-04-28 20:00:00,BURGLARY,SAMPLE,STREET,False,4,41.681189769408725,-87.68164976687606
2020-04-28 21:00:00,ROBBERY,SAMPLE,STREET,True,13,41.86061061327007,-87.61529546673144
2020-04-28 22:00:00,ROBBERY,SAMPLE,STREET,False,20,41.96647590622532,-87.55725867393717
2020-04-28 23:00:00,ASSAULT,SAMPLE,STREET,False,11,41.682477836328125,-87.68676123117874
2020-04-29 00:00:00,BURGLARY,SAMPLE,STREET,True,3,42.005895590492166,-87.72496284647718
2020-04-29 01:00:00,THEFT,SAMPLE,STREET,True,2,41.88132265977909,-87.59189708165196
2020-04-29 02:00:00,ROBBERY,SAMPLE,STREET,False,16,42.03024978770812,-87.559081496872
2020-04-29 03:00:00,ASSAULT,SAMPLE,STREET,False,3,41.70925648708895,-87.81124550773913
2020-04-29 04:00:00,BURGLARY,SAMPLE,STREET,True,24,42.04742599974132,-87.67654871035784
2020-04-29 05:00:00,BURGLARY,SAMPLE,STREET,True,15,41.907709146387866,-87.61226200223619
2020-04-29 06:00:00,BURGLARY,SAMPLE,STREET,True,17,41.876997679792424,-87.68999817845308
2020-04-29 07:00:00,BURGLARY,SAMPLE,STREET,False,16,41.85611184964483,-87.7272409095421
2020-04-29 08:00:00,BURGLARY,SAMPLE,STREET,True,20,41.65946174923933,-87.65343105365938
2020-04-29 09:00:00,ROBBERY,SAMPLE,STREET,True,7,42.02585567661983,-87.76896157164599
2020-04-29 10:00:00,ASSAULT,SAMPLE,STREET,True,16,41.907597789141676,-87.74525987711849
2020-04-29 11:00:00,BURGLARY,SAMPLE,STREET,True,5,41.68665059379971,-87.5523170023356
2020-04-29 12:00:00,BATTERY,SAMPLE,STREET,True,2,41.65838086811781,-87.65906039968765
2020-04-29 13:00:00,BATTERY,SAMPLE,STREET,False,1,41.670313455694696,-87.58812181050668
2020-04-29 14:00:00,ASSAULT,SAMPLE,STREET,False,22,41.89375830537289,-87.60766944608885
2020-04-29 15:00:00,THEFT,SAMPLE,STREET,True,13,41.89560616595783,-87.65431823368179
2020-04-29 16:00:00,THEFT,SAMPLE,STREET,True,16,41.84986691671257,-87.59778127526236
2020-04-29 17:00:00,THEFT,SAMPLE,STREET,False,5,41.77270632826118,-87.76385245136993
2020-04-29 18:00:00,BATTERY,SAMPLE,STREET,True,3,41.86269709264585,-87.65886506535631
2020-04-29 19:00:00,THEFT,SAMPLE,STREET,False,15,41.8565207283505,-87.67281895314281
2020-04-29 20:00:00,ROBBERY,SAMPLE,STREET,True,16,41.657766223950624,-87.663274119762
2020-04-29 21:00:00,BURGLARY,SAMPLE,STREET,False,11,41.762987692131,-87.79941042185597
2020-04-29 22:00:00,BATTERY,SAMPLE,STREET,False,19,41.67127413658686,-87.76682708800057
2020-04-29 23:00:00,ASSAULT,SAMPLE,STREET,True,18,42.01006190057906,-87.76400250436224
2020-04-30 00:00:00,ASSAULT,SAMPLE,STREET,False,21,41.940089265114054,-87.66941615122816
2020-04-30 01:00:00,BURGLARY,SAMPLE,STREET,True,9,42.04844606807716,-87.55823593586805
2020-04-30 02:00:00,BATTERY,SAMPLE,STREET,False,8,41.77086850532211,-87.56377973464535
2020-04-30 03:00:00,THEFT,SAMPLE,STREET,True,22,42.00139433910276,-87.78184313410308
2020-04-30 04:00:00,THEFT,SAMPLE,STREET,True,19,41.89122170717299,-87.75854642707996
2020-04-30 05:00:00,ROBBERY,SAMPLE,STREET,True,22,41.83125016276144,-87.83918143231624
2020-04-30 06:00:00,ROBBERY,SAMPLE,STREET,False,5,41.73902924451545,-87.73035532304218
2020-04-30 07:00:00,THEFT,SAMPLE,STREET,True,17,41.94535686611445,-87.5995977634959
2020-04-30 08:00:00,ASSAULT,SAMPLE,STREET,True,5,42.011656299561714,-87.57527447830415
2020-04-30 09:00:00,ASSAULT,SAMPLE,STREET,True,14,41.744123359230144,-87.77905105612962
2020-04-30 10:00:00,ROBBERY,SAMPLE,STREET,False,7,41.72015613398944,-87.77026165795334
2020-04-30 11:00:00,BURGLARY,SAMPLE,STREET,True,9,41.92848876600195,-87.78374505504736
2020-04-30 12:00:00,THEFT,SAMPLE,STREET,False,17,42.040789265090204,-87.74496892972762
2020-04-30 13:00:00,ROBBERY,SAMPLE,STREET,False,3,41.949982040441625,-87.60857218042284
2020-04-30 14:00:00,ROBBERY,SAMPLE,STREET,False,8,41.76383229561906,-87.65594275903466
2020-04-30 15:00:00,THEFT,SAMPLE,STREET,True,22,41.81798216965911,-87.61421772464088
2020-04-30 16:00:00,THEFT,SAMPLE,STREET,True,13,41.80372705418335,-87.6750906680994
2020-04-30 17:00:00,ASSAULT,SAMPLE,STREET,False,16,41.99083800721881,-87.77268007658225
2020-04-30 18:00:00,BURGLARY,SAMPLE,STREET,True,21,41.95854831154889,-87.78160174593623
2020-04-30 19:00:00,BURGLARY,SAMPLE,STREET,True,10,41.8855901739046,-87.84729978824087
2020-04-30 20:00:00,THEFT,SAMPLE,STREET,False,18,41.75998364415876,-87.61570535893777
2020-04-30 21:00:00,BATTERY,SAMPLE,STREET,False,3,42.025195411088816,-87.59586363215058
2020-04-30 22:00:00,ROBBERY,SAMPLE,STREET,True,12,41.911326089907654,-87.61951522011147
2020-04-30 23:00:00,ROBBERY,SAMPLE,STREET,False,16,42.03819065857671,-87.82767938268145
2020-05-01 00:00:00,THEFT,SAMPLE,STREET,True,18,41.88204681321681,-87.62133351184903
2020-05-01 01:00:00,BATTERY,SAMPLE,STREET,False,17,41.97847710334544,-87.83626976405492
2020-05-01 02:00:00,ASSAULT,SAMPLE,STREET,True,7,41.97524215175781,-87.81832208028808
2020-05-01 03:00:00,THEFT,SAMPLE,STREET,True,19,41.784931510733436,-87.7178573881202
2020-05-01 04:00:00,THEFT,SAMPLE,STREET,False,23,42.03560828918289,-87.70715589732255
2020-05-01 05:00:00,ROBBERY,SAMPLE,STREET,True,23,41.65877658703902,-87.60516440901439
2020-05-01 06:00:00,THEFT,SAMPLE,STREET,True,8,41.957484363506964,-87.64614193238772
2020-05-01 07:00:00,THEFT,SAMPLE,STREET,False,17,42.03622283430561,-87.80400394641063
2020-05-01 08:00:00,THEFT,SAMPLE,STREET,True,21,41.785563281313486,-87.78215596503135
2020-05-01 09:00:00,ROBBERY,SAMPLE,STREET,True,7,41.90924423511639,-87.7642974435224
2020-05-01 10:00:00,ASSAULT,SAMPLE,STREET,True,1,41.874889299937685,-87.81289820876354
2020-05-01 11:00:00,ASSAULT,SAMPLE,STREET,False,8,41.95460292387061,-87.76370653409222
2020-05-01 12:00:00,THEFT,SAMPLE,STREET,False,19,41.99647116865802,-87.63142055333807
2020-05-01 13:00:00,ROBBERY,SAMPLE,STREET,False,20,41.891217827719814,-87.77757955896782
2020-05-01 14:00:00,ASSAULT,SAMPLE,STREET,False,20,41.97636183455258,-87.59939210588188
2020-05-01 15:00:00,ASSAULT,SAMPLE,STREET,False,10,41.7749142303557,-87.70914490146244
2020-05-01 16:00:00,ASSAULT,SAMPLE,STREET,True,12,41.741434823481924,-87.75311927162667
2020-05-01 17:00:00,ROBBERY,SAMPLE,STREET,True,24,41.82226707581314,-87.72627456863533
2020-05-01 18:00:00,ROBBERY,SAMPLE,STREET,True,1,41.92109463983231,-87.63715097782195
2020-05-01 19:00:00,THEFT,SAMPLE,STREET,False,24,41.72489877957549,-87.6949621890262
2020-05-01 20:00:00,BURGLARY,SAMPLE,STREET,True,21,41.92214087686075,-87.84781640080747
2020-05-01 21:00:00,ASSAULT,SAMPLE,STREET,False,4,41.807637459428825,-87.57330284602448
2020-05-01 22:00:00,BURGLARY,SAMPLE,STREET,True,4,41.96823010955705,-87.83020119909943
2020-05-01 23:00:00,ROBBERY,SAMPLE,STREET,False,9,41.66473432684132,-87.56841359535568
2020-05-02 00:00:00,ROBBERY,SAMPLE,STREET,True,15,41.917193055131754,-87.84155415291397
2020-05-02 01:00:00,ROBBERY,SAMPLE,STREET,True,24,41.90992893465999,-87.61870619951276
2020-05-02 02:00:00,BURGLARY,SAMPLE,STREET,False,15,42.02637419045012,-87.68959758754501
2020-05-02 03:00:00,ROBBERY,SAMPLE,STREET,True,7,41.93534702142563,-87.69828214581877
2020-05-02 04:00:00,THEFT,SAMPLE,STREET,True,12,41.96852075856931,-87.82816644923679
2020-05-02 05:00:00,ROBBERY,SAMPLE,STREET,False,3,42.01183640634127,-87.77837649689862
2020-05-02 06:00:00,BATTERY,SAMPLE,STREET,True,20,41.92002076731679,-87.61673580488043
2020-05-02 07:00:00,BURGLARY,SAMPLE,STREET,True,9,41.76606145398399,-87.58262205102325
2020-05-02 08:00:00,BATTERY,SAMPLE,STREET,False,14,41.99790951983341,-87.6912643956841
2020-05-02 09:00:00,ROBBERY,SAMPLE,STREET,False,13,41.94903124779039,-87.74399698109121
2020-05-02 10:00:00,THEFT,SAMPLE,STREET,False,24,41.81977504160036,-87.83201703758073
2020-05-02 11:00:00,ASSAULT,SAMPLE,STREET,False,12,41.934211669059984,-87.6453464421801
2020-05-02 12:00:00,ROBBERY,SAMPLE,STREET,False,1,41.99707555087245,-87.76646601679411
2020-05-02 13:00:00,THEFT,SAMPLE,STREET,True,19,42.04026085255651,-87.83349588550234
2020-05-02 14:00:00,BURGLARY,SAMPLE,STREET,False,16,42.030940601583616,-87.6502444812704
2020-05-02 15:00:00,BATTERY,SAMPLE,STREET,False,12,41.780131130705655,-87.70428406193987
2020-05-02 16:00:00,BATTERY,SAMPLE,STREET,True,10,41.81867748548727,-87.84641135508947
2020-05-02 17:00:00,BATTERY,SAMPLE,STREET,True,2,41.69381464199095,-87.8167227882681
2020-05-02 18:00:00,BURGLARY,SAMPLE,STREET,True,18,41.749017714807216,-87.64023942122621
2020-05-02 19:00:00,THEFT,SAMPLE,STREET,True,13,42.002968483394774,-87.83089860008026
2020-05-02 20:00:00,BURGLARY,SAMPLE,STREET,True,24,41.79433997051174,-87.5902110805471
2020-05-02 21:00:00,BATTERY,SAMPLE,STREET,False,6,41.89822106343795,-87.75660211677402
2020-05-02 22:00:00,ROBBERY,SAMPLE,STREET,True,12,41.91638624732281,-87.82340005886907
2020-05-02 23:00:00,ASSAULT,SAMPLE,STREET,False,22,41.96273171005732,-87.62207278654958
2020-05-03 00:00:00,BURGLARY,SAMPLE,STREET,True,4,41.72312001209825,-87.69267182966409
2020-05-03 01:00:00,BURGLARY,SAMPLE,STREET,False,1,41.77192525384577,-87.7580079902862
2020-05-03 02:00:00,THEFT,SAMPLE,STREET,True,11,41.82933453658327,-87.72817049749922
2020-05-03 03:00:00,THEFT,SAMPLE,STREET,False,23,41.79593642449531,-87.84357628131855
2020-05-03 04:00:00,BURGLARY,SAMPLE,STREET,False,8,42.04316209314387,-87.65119043873817
2020-05-03 05:00:00,BATTERY,SAMPLE,STREET,False,2,41.98397632128548,-87.74026789331096
2020-05-03 06:00:00,ASSAULT,SAMPLE,STREET,False,2,41.84187470184819,-87.63578872908155
2020-05-03 07:00:00,THEFT,SAMPLE,STREET,False,16,42.00170745043459,-87.66154865621424
2020-05-03 08:00:00,BATTERY,SAMPLE,STREET,False,1,41.78906117903332,-87.65462374422708
2020-05-03 09:00:00,ROBBERY,SAMPLE,STREET,False,4,41.9643313295561,-87.61213218669867
2020-05-03 10:00:00,THEFT,SAMPLE,STREET,False,6,41.73947023924258,-87.66065257648712
2020-05-03 11:00:00,BATTERY,SAMPLE,STREET,False,21,41.95892881809054,-87.72438222122743
2020-05-03 12:00:00,BATTERY,SAMPLE,STREET,False,20,41.83258136127829,-87.73302173147961
2020-05-03 13:00:00,ASSAULT,SAMPLE,STREET,True,14,41.6929997283969,-87.81412536797053
2020-05-03 14:00:00,ASSAULT,SAMPLE,STREET,False,20,41.75930498182223,-87.61616697605312
2020-05-03 15:00:00,ROBBERY,SAMPLE,STREET,False,15,41.81090984960942,-87.62166746747361
2020-05-03 16:00:00,BATTERY,SAMPLE,STREET,True,7,41.94971716466577,-87.77611048987434
2020-05-03 17:00:00,BATTERY,SAMPLE,STREET,False,7,41.67919308589238,-87.59119542619055
2020-05-03 18:00:00,ASSAULT,SAMPLE,STREET,False,18,41.913818798037056,-87.6732990226628
2020-05-03 19:00:00,THEFT,SAMPLE,STREET,True,23,41.93640545637314,-87.70639394728163
2020-05-03 20:00:00,THEFT,SAMPLE,STREET,True,2,41.9115685479703,-87.84475110951234
2020-05-03 21:00:00,BURGLARY,SAMPLE,STREET,False,20,41.95426785526702,-87.73517764424071
2020-05-03 22:00:00,ASSAULT,SAMPLE,STREET,True,15,41.721267446409136,-87.6577987695293
2020-05-03 23:00:00,BURGLARY,SAMPLE,STREET,False,1,41.88484134202521,-87.82307564869348
2020-05-04 00:00:00,ASSAULT,SAMPLE,STREET,False,21,42.02645797888155,-87.71212980733372
2020-05-04 01:00:00,ROBBERY,SAMPLE,STREET,False,17,41.89431370792181,-87.55196921459152
2020-05-04 02:00:00,BATTERY,SAMPLE,STREET,True,20,41.89453453878118,-87.63503840883727
2020-05-04 03:00:00,ROBBERY,SAMPLE,STREET,False,13,41.944575856845304,-87.68593873374951
2020-05-04 04:00:00,ASSAULT,SAMPLE,STREET,False,12,41.783281692850345,-87.69009013451827
2020-05-04 05:00:00,BATTERY,SAMPLE,STREET,True,24,41.93019036052861,-87.83687047532254
2020-05-04 06:00:00,THEFT,SAMPLE,STREET,False,22,42.01649353332528,-87.56280566877761
2020-05-04 07:00:00,THEFT,SAMPLE,STREET,False,15,41.654358189210136,-87.57154670191449
2020-05-04 08:00:00,BURGLARY,SAMPLE,STREET,False,24,41.99804521644354,-87.64527858679736
2020-05-04 09:00:00,ASSAULT,SAMPLE,STREET,False,5,41.73744733250354,-87.82029650509553
2020-05-04 10:00:00,ASSAULT,SAMPLE,STREET,False,7,41.83236930948015,-87.78764983097517
2020-05-04 11:00:00,THEFT,SAMPLE,STREET,False,8,41.99093912038105,-87.79482713923731
2020-05-04 12:00:00,ROBBERY,SAMPLE,STREET,True,23,41.97956485098265,-87.69412645446963
2020-05-04 13:00:00,BATTERY,SAMPLE,STREET,False,14,42.00677099125042,-87.7876588376494
2020-05-04 14:00:00,ROBBERY,SAMPLE,STREET,False,4,42.02616671705301,-87.64125983153674
2020-05-04 15:00:00,ROBBERY,SAMPLE,STREET,True,21,41.828862782708704,-87.68643103420918
2020-05-04 16:00:00,THEFT,SAMPLE,STREET,False,14,41.9125455243204,-87.84470254688719
2020-05-04 17:00:00,THEFT,SAMPLE,STREET,False,10,41.80619137621044,-87.6267828288893
2020-05-04 18:00:00,THEFT,SAMPLE,STREET,True,22,41.790286686996865,-87.79335137900381
2020-05-04 19:00:00,BURGLARY,SAMPLE,STREET,True,16,41.822638164239066,-87.6025344640958
